Plate	Well Number	Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Gene Identifier	Gene Symbol	Temperature Sensitive Allele	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Control Type	Channels	Comments
Plate1-TS-Red-A-Stinger	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08224	YBR060C	ORC2	orc2-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10306	YMR005W	TAF4	taf4-18	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04966	YDR196C	YDR196C	ydr196c-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11719	YML049C	RSE1	rse1-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12314	YKL024C	URA6	ura6-5	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-A-Stinger	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12374	YKL021C	MAK11	mak11-2	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	33	E1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08679	YGL207W	SPT16	spt16-ts	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11216	YKL154W	SRP102	srp102-510	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08710	YKL049C	CSE4	cse4-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04981	YGR002C	SWC4	swc4-4	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10703	YDR460W	TFB3	tfb3-ts	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11742	YPL266W	DIM1	dim1-2	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11742	YPL266W	DIM1	dim1-2	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11867	YFR037C	RSC8	rsc8-ts16	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	41	F1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08269	YNR026C	SEC12	sec12-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	42	F2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11192	YHR069C	RRP4	rrp4-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	43	F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08241	YJR065C	ARP3	arp3-F306G	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	44	F4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10323	YOR046C	DBP5	dbp5-2	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	45	F5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08760	YOR074C	CDC21	cdc21-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-A-Stinger	46	F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12382	YLR117C	CLF1	clf1-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12315	YKL024C	URA6	ura6-6	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-A-Stinger	48	F8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12382	YLR117C	CLF1	clf1-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	1	A1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07727	YBR110W	ALG1	alg1-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08141	YNL207W	RIO2	rio2-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04859	YFL009W	CDC4	cdc4-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10319	YOL123W	HRP1	hrp1-7	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-B-Stinger	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10347	YIL046W	MET30	met30-9	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-B-Stinger	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12395	YMR229C	RRP5	rrp5-delta6	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11993	YBL093C	ROX3	rox3-182	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-B-Stinger	8	A8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12298	YPR161C	SGV1	sgv1-80	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-B-Stinger	9	B1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06487	YBR237W	PRP5	prp5-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07966	YGR113W	DAM1	dam1-9	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04974	YOR257W	CDC31	cdc31-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07751	YGL048C	RPT6	rpt6-20	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08405	YBR135W	CKS1	cks1-35	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-B-Stinger	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12293	YPR161C	SGV1	sgv1-23	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-B-Stinger	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11840	YDL105W	NSE4	nse4-ts1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-B-Stinger	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11842	YDL105W	NSE4	nse4-ts3	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06494	YLR268W	SEC22	sec22-3	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-B-Stinger	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09952	YBL105C	PKC1	pkc1-ts	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10284	YNL061W	NOP2	nop2-10	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04913	YKL022C	CDC16	cdc16-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-B-Stinger	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06424	YCR002C	CDC10	cdc10-5	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-B-Stinger	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11906	YKL052C	ASK1	ask1-2	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-B-Stinger	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11995	YDR188W	CCT6	cct6-18	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	24	C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12354	YHR036W	BRL1	brl1-C371R	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	25	D1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06505	YGL130W	CEG1	ceg1-C354	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09957	YBL105C	PKC1	pkc1-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07420	YDR052C	DBF4	dbf4-3	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y05078	YGL116W	CDC20	cdc20-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11531	YOL123W	HRP1	hrp1-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12293	YPR161C	SGV1	sgv1-23	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11714	YGR172C	YIP1	yip1-4	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11997	YHR058C	MED6	med6-ts	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	33	E1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06525	YJR076C	CDC11	cdc11-4	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10099	YDR062W	LCB2	lcb2-2	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07424	YPL209C	IPL1	ipl1-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y06497	YPR181C	SEC23	sec23-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-B-Stinger	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10215	YFL034C-B	MOB2	mob2-28	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-B-Stinger	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12354	YHR036W	BRL1	brl1-C371R	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12300	YPR161C	SGV1	sgv1-35	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-B-Stinger	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11718	YGR172C	YIP1	yip1-40	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-B-Stinger	41	F1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08224	YBR060C	ORC2	orc2-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	42	F2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09972	YBL105C	PKC1	pkc1-3	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	43	F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07351	YFL039C	ACT1	act1-136	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	44	F4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07995	YOR048C	RAT1	rat1-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	45	F5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07905	YOR181W	LAS17	las17-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Red-B-Stinger	46	F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11742	YPL266W	DIM1	dim1-2	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11844	YDL105W	NSE4	nse4-ts4	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Red-B-Stinger	48	F8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12301	YOL021C	DIS3	dis3-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	1	A1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04853	YDR364C	CDC40	cdc40-ts	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09323	YJL019W	MPS3	mps3-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11468	YNR043W	MVD1	mvd1-1296	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04977	YKL018W	SWD2	swd2-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09439	YJL019W	MPS3	mps3-7	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Yellow-A-Stinger	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08078	YPR103W	PRE2	pre2-V214A	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Yellow-A-Stinger	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11705	YDL084W	SUB2	sub2-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	8	A8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11940	YDL105W	NSE4	nse4-ts2	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Yellow-A-Stinger	9	B1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07955	YER013W	PRP22	prp22-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08914	YMR268C	PRP24	prp24-ts	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11609	YKR037C	SPC34 41	spc34 41-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10319	YOL123W	HRP1	hrp1-7	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07444	YOR335C	ALA1	ala1-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Yellow-A-Stinger	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04999	YNL102W	POL1	pol1-12	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Yellow-A-Stinger	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12284	YOL144W	NOP8	nop8-101	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Yellow-A-Stinger	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11755	YKL104C	GFA1	gfa1-97	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Yellow-A-Stinger	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07958	YGL061C	DUO1	duo1-2	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10121	YLR249W	YEF3	yef3-F650S	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11394	YML098W	TAF13	taf13-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04999	YNL102W	POL1	pol1-12	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y04867	YDL220C	CDC13	cdc13-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Yellow-A-Stinger	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11436	YER168C	CCA1	cca1-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11879	YIL147C	SLN1	sln1-ts4	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	24	C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12289	YLR022C	SDO1	sdo1-VMA1-ts	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Yellow-A-Stinger	25	D1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07962	YGR113W	DAM1	dam1-5	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10309	YMR240C	CUS1	cus1-3	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07949	YBR156C	SLI15	sli15-3	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11531	YOL123W	HRP1	hrp1-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09594	YPR034W	ARP7	arp7-E411K	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Yellow-A-Stinger	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10114	YDL007W	RPT2	rpt2-RF	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y12346	YHR036W	BRL1	brl1-2221	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Yellow-A-Stinger	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11891	YKL052C	ASK1	ask1-3	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	33	E1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07966	YGR113W	DAM1	dam1-9	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10139	YGL098W	USE1	use1-ts	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07989	YDR189W	SLY1	sly1-ts	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10201	YGR099W	TEL2	tel2-15	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07750	YGL048C	RPT6	rpt6-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Yellow-A-Stinger	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07861	YFL039C	ACT1	act1-159	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
Plate1-TS-Yellow-A-Stinger	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11943	YDR437W	GPI19	gpi19-2	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Yellow-A-Stinger	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11708	YGR098C	ESP1	esp1-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	"no image, problem with well"
Plate1-TS-Yellow-A-Stinger	41	F1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y07974	YGR113W	DAM1	dam1-1	"SGD, 2011"	"SGD, 2011"		TagYFP:DAD4; mRFP1:SPC42	
