Time (s),,Green x,Green y,Green z,,Red x,Red y,Red z,,interspot distance (nm),,x offset,y offset,z offset,,Green Max I,Green Backgrnd,Green STD,,Red Max I,Red Backgrnd,Red STD,,Green contrast,,Red constrast,,OriginalvideoID,Strain,ManuscriptvideoID,Mother/Daughter Cell,DD strain names
96,,4.384,3.755,1.951,,4.5222,3.8786,1.9269,,186.9679384,,0.1382,0.1236,-0.0241,,102.42,43.44,9.35,,36.05,11.43,1.41,,58.98,,24.62,,67_22b,42.3kb,l_lower,m,DD1471
102,,4.469,3.907,1.913,,4.5162,3.8666,1.7959,,132.5609671,,0.0472,-0.0404,-0.1171,,107.8,43.34,9.59,,37.46,11.62,1.52,,64.46,,25.84,,67_22b,42.3kb,l_lower,m,DD1471
108,,4.479,3.877,1.858,,4.6262,3.9716,1.8279,,177.547205,,0.1472,0.0946,-0.0301,,113.36,42.55,8.88,,34.32,11.3,1.39,,70.81,,23.02,,67_22b,42.3kb,l_lower,m,DD1471
114,,4.687,3.945,1.945,,4.5472,3.9056,1.8049,,201.8028989,,-0.1398,-0.0394,-0.1401,,111.89,43.22,9.37,,35.2,11.48,1.5,,68.67,,23.72,,67_22b,42.3kb,l_lower,m,DD1471
120,,4.829,3.958,1.988,,5.0372,3.9406,1.8229,,266.2855798,,0.2082,-0.0174,-0.1651,,96.34,42.52,8.93,,32.84,11.28,1.35,,53.82,,21.56,,67_22b,42.3kb,l_lower,m,DD1471
126,,4.746,3.886,1.71,,4.9902,3.9216,1.6109,,265.9357253,,0.2442,0.0356,-0.0991,,103.36,42.78,9.09,,30.99,11.1,1.31,,60.58,,19.89,,67_22b,42.3kb,l_lower,m,DD1471
132,,4.927,3.753,1.786,,5.0532,3.8556,1.8159,,165.3699187,,0.1262,0.1026,0.0299,,126.38,43.54,9.79,,35.18,11.01,1.33,,82.84,,24.17,,67_22b,42.3kb,l_lower,m,DD1471
138,,4.977,3.397,1.449,,5.0572,3.6486,1.3349,,287.6689243,,0.0802,0.2516,-0.1141,,107.69,43.5,9.38,,28.06,10.97,1.24,,64.19,,17.09,,67_22b,42.3kb,l_lower,m,DD1471
144,,4.951,3.143,1.456,,4.8592,3.3276,1.3649,,225.3965616,,-0.0918,0.1846,-0.0911,,115.35,43.66,9.76,,34.08,11.5,1.53,,71.69,,22.58,,67_22b,42.3kb,l_lower,m,DD1471
150,,4.825,3.259,1.471,,4.9002,3.3716,1.5649,,164.7756353,,0.0752,0.1126,0.0939,,111.38,44.32,10.05,,34.88,11.64,1.63,,67.06,,23.24,,67_22b,42.3kb,l_lower,m,DD1471
156,,4.949,3.135,1.51,,4.8332,3.1726,1.7119,,235.7689759,,-0.1158,0.0376,0.2019,,108.53,43.88,9.44,,34.9,11.51,1.58,,64.65,,23.39,,67_22b,42.3kb,l_lower,m,DD1471
162,,4.914,3.253,1.465,,4.7902,3.1116,1.7619,,351.3829962,,-0.1238,-0.1414,0.2969,,112.31,44.09,10.03,,36.93,11.38,1.49,,68.22,,25.55,,67_22b,42.3kb,l_lower,m,DD1471
168,,4.813,3.29,1.451,,4.9952,3.3936,1.6209,,269.8069866,,0.1822,0.1036,0.1699,,107.54,43.49,9.1,,30.74,11.37,1.45,,64.05,,19.37,,67_22b,42.3kb,l_lower,m,DD1471
174,,4.897,3.304,1.503,,5.0652,3.2646,1.5189,,173.4831692,,0.1682,-0.0394,0.0159,,108.96,44.32,9.57,,29.81,11.2,1.39,,64.64,,18.61,,67_22b,42.3kb,l_lower,m,DD1471
180,,4.81,3.258,1.502,,5.0302,3.3286,1.5959,,249.5788653,,0.2202,0.0706,0.0939,,110.09,45.33,10.41,,31.49,11.35,1.44,,64.76,,20.14,,67_22b,42.3kb,l_lower,m,DD1471
186,,5.084,3.327,1.728,,4.9922,3.3756,1.7469,,105.5765599,,-0.0918,0.0486,0.0189,,108.5,44.3,9.68,,29.14,11.26,1.38,,64.2,,17.88,,67_22b,42.3kb,l_lower,m,DD1471
192,,5.034,3.577,1.614,,5.0442,3.4266,1.5949,,151.9506828,,0.0102,-0.1504,-0.0191,,108.25,44.69,9.99,,30.08,11.37,1.41,,63.56,,18.71,,67_22b,42.3kb,l_lower,m,DD1471
198,,4.903,3.728,1.792,,5.0632,3.6466,1.7289,,190.4510698,,0.1602,-0.0814,-0.0631,,108.69,43.89,9.69,,31.92,10.92,1.3,,64.8,,21,,67_22b,42.3kb,l_lower,m,DD1471
204,,5.029,3.626,1.701,,5.0322,3.7336,1.7839,,135.8690914,,0.0032,0.1076,0.0829,,103.96,43.49,9.65,,24.47,10.53,1.17,,60.47,,13.94,,67_22b,42.3kb,l_lower,m,DD1471
210,,4.86,3.877,1.939,,5.0122,3.8316,1.7299,,262.5810542,,0.1522,-0.0454,-0.2091,,102.56,42.71,9.15,,25.62,10.44,1.16,,59.85,,15.18,,67_22b,42.3kb,l_lower,m,DD1471
216,,4.779,3.536,1.357,,4.8902,3.4216,1.3829,,161.6279988,,0.1112,-0.1144,0.0259,,114.32,43.34,9.56,,29.19,10.72,1.24,,70.98,,18.47,,67_22b,42.3kb,l_lower,m,DD1471
222,,4.74,3.296,1.495,,4.8202,3.4066,1.3219,,220.5175957,,0.0802,0.1106,-0.1731,,105.57,43.54,9.54,,31.34,10.86,1.25,,62.03,,20.48,,67_22b,42.3kb,l_lower,m,DD1471
228,,4.564,3.21,1.438,,4.4472,3.3066,1.5679,,199.6191624,,-0.1168,0.0966,0.1299,,107.6,42.59,9.25,,29.12,11.01,1.3,,65.01,,18.11,,67_22b,42.3kb,l_lower,m,DD1471
234,,4.7,2.814,1.967,,4.7222,2.9096,1.8429,,158.2182354,,0.0222,0.0956,-0.1241,,110.99,43.1,9.87,,28.08,10.77,1.27,,67.89,,17.31,,67_22b,42.3kb,l_lower,m,DD1471
240,,4.783,3.02,1.568,,5.0092,3.0126,1.7799,,310.0367881,,0.2262,-0.0074,0.2119,,120.42,42.8,9.89,,24.94,10.62,1.22,,77.62,,14.32,,67_22b,42.3kb,l_lower,m,DD1471
354,,5.212,2.853,2.498,,5.1812,2.7296,2.3119,,225.4094275,,-0.0308,-0.1234,-0.1861,,92.91,40.49,8.78,,22.76,9.73,0.836,,52.42,,13.03,,67_22b,42.3kb,l_lower,m,DD1471
360,,5.299,3.318,2.535,,5.2502,3.3896,2.5019,,92.75564673,,-0.0488,0.0716,-0.0331,,85.57,40.88,8.89,,24.25,9.75,0.82,,44.69,,14.5,,67_22b,42.3kb,l_lower,m,DD1471
366,,5.289,3.248,2.41,,5.3162,3.3116,2.2679,,158.0417983,,0.0272,0.0636,-0.1421,,88.77,41.62,9.16,,23.94,9.79,0.842,,47.15,,14.15,,67_22b,42.3kb,l_lower,m,DD1471
372,,5.356,3.324,2.504,,5.3412,3.3716,2.2169,,291.3952814,,-0.0148,0.0476,-0.2871,,89.54,41.21,9.09,,23.9,9.64,0.847,,48.33,,14.26,,67_22b,42.3kb,l_lower,m,DD1471
378,,5.343,3.584,2.38,,5.2232,3.8026,2.1719,,324.7208186,,-0.1198,0.2186,-0.2081,,86.98,40.93,8.75,,23.36,9.5,0.791,,46.05,,13.86,,67_22b,42.3kb,l_lower,m,DD1471
384,,5.342,3.333,2.574,,5.4592,3.2406,2.6019,,151.8288839,,0.1172,-0.0924,0.0279,,97.98,41.66,9.22,,22.61,9.57,0.782,,56.32,,13.04,,67_22b,42.3kb,l_lower,m,DD1471
390,,5.439,3.238,2.816,,5.3992,3.2726,2.7959,,56.43766473,,-0.0398,0.0346,-0.0201,,88.15,41.25,8.38,,20.53,9.51,0.686,,46.9,,11.02,,67_22b,42.3kb,l_lower,m,DD1471
396,,5.502,3.146,2.826,,5.4502,3.1246,2.8409,,57.99318926,,-0.0518,-0.0214,0.0149,,82.8,40.72,8.41,,22.09,9.55,0.73,,42.08,,12.54,,67_22b,42.3kb,l_lower,m,DD1471
402,,5.405,2.981,2.941,,5.4442,3.0156,2.9569,,54.64988564,,0.0392,0.0346,0.0159,,86.05,41.58,8.71,,22.33,9.57,0.774,,44.47,,12.76,,67_22b,42.3kb,l_lower,m,DD1471
408,,5.359,2.905,2.755,,5.2292,2.8806,2.8149,,145.0221018,,-0.1298,-0.0244,0.0599,,85.95,41.82,8.74,,23.27,9.67,0.87,,44.13,,13.6,,67_22b,42.3kb,l_lower,m,DD1471
414,,5.401,2.977,2.573,,5.3102,2.8706,2.6079,,144.1652177,,-0.0908,-0.1064,0.0349,,85.56,42.37,8.83,,22.6,9.66,0.813,,43.19,,12.94,,67_22b,42.3kb,l_lower,m,DD1471
420,,5.443,3.006,2.61,,5.4322,2.9496,2.7309,,133.8447235,,-0.0108,-0.0564,0.1209,,85.62,41.8,8.48,,21.1,9.63,0.775,,43.82,,11.47,,67_22b,42.3kb,l_lower,m,DD1471
426,,5.493,3.269,2.512,,5.5332,3.1286,2.6089,,175.2649708,,0.0402,-0.1404,0.0969,,104.06,42.85,9.18,,23.24,9.59,0.768,,61.21,,13.65,,67_22b,42.3kb,l_lower,m,DD1471
432,,5.472,3.429,2.626,,5.4792,3.4926,2.5439,,104.1019212,,0.0072,0.0636,-0.0821,,95.27,42.87,9.23,,20.45,9.59,0.755,,52.4,,10.86,,67_22b,42.3kb,l_lower,m,DD1471
438,,5.518,3.195,2.644,,5.5072,3.1786,2.4779,,167.2567188,,-0.0108,-0.0164,-0.1661,,80.39,42.09,8.69,,22.36,9.5,0.697,,38.3,,12.86,,67_22b,42.3kb,l_lower,m,DD1471
444,,5.54,3.105,2.564,,5.6052,3.2706,2.5059,,187.216479,,0.0652,0.1656,-0.0581,,90.32,42.29,8.61,,25.94,9.45,0.689,,48.03,,16.49,,67_22b,42.3kb,l_lower,m,DD1471
450,,5.529,3.129,2.485,,5.5322,3.0576,2.5609,,104.2545443,,0.0032,-0.0714,0.0759,,96.93,42.52,8.89,,20.43,9.58,0.729,,54.41,,10.85,,67_22b,42.3kb,l_lower,m,DD1471
456,,5.42,3.021,2.638,,5.5612,3.1236,2.5319,,204.2581945,,0.1412,0.1026,-0.1061,,91.87,43.12,9.03,,22.77,9.57,0.746,,48.75,,13.2,,67_22b,42.3kb,l_lower,m,DD1471
462,,5.518,3.134,2.452,,5.5242,3.0256,2.2959,,190.1478635,,0.0062,-0.1084,-0.1561,,91.82,42.69,8.98,,23.14,9.6,0.754,,49.13,,13.54,,67_22b,42.3kb,l_lower,m,DD1471
468,,5.564,3.109,2.688,,5.5202,3.1896,2.5509,,164.9582068,,-0.0438,0.0806,-0.1371,,85.92,42.64,8.56,,19.83,9.51,0.764,,43.28,,10.32,,67_22b,42.3kb,l_lower,m,DD1471
474,,5.465,3.166,2.514,,5.5092,3.1926,2.3589,,163.4539996,,0.0442,0.0266,-0.1551,,96.43,42.66,8.6,,21.38,9.37,0.696,,53.77,,12.01,,67_22b,42.3kb,l_lower,m,DD1471
480,,5.513,3.061,2.542,,5.5312,2.9886,2.3799,,178.46403,,0.0182,-0.0724,-0.1621,,90.41,42.86,8.87,,21.67,9.48,0.745,,47.55,,12.19,,67_22b,42.3kb,l_lower,m,DD1471
486,,5.471,3.067,2.705,,5.5222,3.0106,2.5969,,132.2422398,,0.0512,-0.0564,-0.1081,,98.84,43.19,9.01,,21.97,9.46,0.714,,55.65,,12.51,,67_22b,42.3kb,l_lower,m,DD1471
492,,5.486,3.244,2.534,,5.4572,3.2746,2.6839,,155.678547,,-0.0288,0.0306,0.1499,,96.57,42.45,8.63,,20.34,9.39,0.677,,54.12,,10.95,,67_22b,42.3kb,l_lower,m,DD1471
498,,5.527,3.199,2.695,,5.4162,3.1506,2.8619,,206.0941775,,-0.1108,-0.0484,0.1669,,84.72,42.67,8.86,,22.32,9.41,0.717,,42.05,,12.91,,67_22b,42.3kb,l_lower,m,DD1471
504,,5.577,3.196,2.667,,5.6062,3.2016,2.6249,,51.54037252,,0.0292,0.0056,-0.0421,,85.64,42.23,8.69,,20.85,9.33,0.645,,43.41,,11.52,,67_22b,42.3kb,l_lower,m,DD1471
510,,5.509,2.925,2.656,,5.5732,3.0496,2.8369,,228.8484433,,0.0642,0.1246,0.1809,,84.81,42.13,8.81,,22.59,9.33,0.656,,42.68,,13.26,,67_22b,42.3kb,l_lower,m,DD1471
516,,5.519,2.956,2.559,,5.4612,2.7786,2.6089,,193.1362472,,-0.0578,-0.1774,0.0499,,100.28,42.42,8.91,,18.53,9.31,0.679,,57.86,,9.22,,67_22b,42.3kb,l_lower,m,DD1471
522,,5.336,3.039,2.236,,5.4362,2.8576,2.6519,,464.6706468,,0.1002,-0.1814,0.4159,,98.55,43.36,9.12,,21.23,9.49,0.763,,55.19,,11.74,,67_22b,42.3kb,l_lower,m,DD1471
528,,5.245,2.969,2.047,,5.3272,2.8546,2.2679,,261.9942938,,0.0822,-0.1144,0.2209,,95.42,43.17,8.87,,22.67,9.56,0.763,,52.25,,13.11,,67_22b,42.3kb,l_lower,m,DD1471
534,,5.161,2.951,2.099,,5.3562,2.9186,2.1349,,201.1009945,,0.1952,-0.0324,0.0359,,99.7,43.32,8.97,,20.15,9.52,0.768,,56.38,,10.63,,67_22b,42.3kb,l_lower,m,DD1471
540,,5.153,2.826,2.063,,5.2772,2.8966,2.0809,,143.980589,,0.1242,0.0706,0.0179,,88.09,43.13,8.84,,18.89,9.33,0.738,,44.96,,9.56,,67_22b,42.3kb,l_lower,m,DD1471
546,,5.337,2.99,2.495,,5.3352,3.1296,2.1129,,406.8068461,,-0.0018,0.1396,-0.3821,,99.81,43.19,9.23,,17.66,9.14,0.662,,56.62,,8.52,,67_22b,42.3kb,l_lower,m,DD1471
552,,5.205,3.082,2.146,,5.2472,3.1996,2.1889,,132.102271,,0.0422,0.1176,0.0429,,99.95,42.95,8.94,,18.77,9.2,0.676,,57,,9.57,,67_22b,42.3kb,l_lower,m,DD1471
558,,5.236,3.051,2.289,,5.3542,3.0506,2.2479,,125.1423589,,0.1182,-0.0004,-0.0411,,100.54,43.8,9.25,,17.18,9.09,0.648,,56.74,,8.09,,67_22b,42.3kb,l_lower,m,DD1471
564,,5.185,2.997,2.149,,5.1362,2.8526,2.3279,,235.0276792,,-0.0488,-0.1444,0.1789,,109.96,43.76,9.2,,21.04,9.11,0.678,,66.2,,11.93,,67_22b,42.3kb,l_lower,m,DD1471
570,,4.92,2.925,2.079,,4.9042,2.8346,2.3669,,302.1724839,,-0.0158,-0.0904,0.2879,,96.93,43.93,9.24,,18.37,9.11,0.674,,53,,9.26,,67_22b,42.3kb,l_lower,m,DD1471
576,,5.076,3.036,2.162,,4.9982,2.8976,2.3059,,214.276947,,-0.0778,-0.1384,0.1439,,105.88,44,9.35,,18.4,9.16,0.692,,61.88,,9.24,,67_22b,42.3kb,l_lower,m,DD1471
582,,5.29,2.987,2.418,,5.1212,2.8926,2.3279,,213.3607508,,-0.1688,-0.0944,-0.0901,,103.37,43.66,9.16,,16.73,9.12,0.659,,59.71,,7.61,,67_22b,42.3kb,l_lower,m,DD1471
588,,5.335,2.83,2.469,,5.3242,2.7066,2.6039,,183.1453248,,-0.0108,-0.1234,0.1349,,113.94,43.62,9.15,,17.73,9.07,0.573,,70.32,,8.66,,67_22b,42.3kb,l_lower,m,DD1471
594,,5.315,2.951,2.442,,5.3092,2.7976,2.6579,,264.9113248,,-0.0058,-0.1534,0.2159,,96.68,43.65,9.28,,18.01,9.12,0.578,,53.03,,8.89,,67_22b,42.3kb,l_lower,m,DD1471
0,,2.921,5.272,1.909,,3.0172,5.2186,1.8329,,133.7804545,,0.0962,-0.0534,-0.0761,,82.14,35.46,6.03,,25.4,7.96,1.51,,46.68,,17.44,,67_24,42.3kb,q_upper,m,DD1471
6,,2.805,5.148,2.104,,2.8502,5.0166,1.8649,,276.5462168,,0.0452,-0.1314,-0.2391,,85.12,35.27,6.25,,26.77,7.9,1.47,,49.85,,18.87,,67_24,42.3kb,q_upper,m,DD1471
12,,2.886,5.253,2.247,,2.9692,5.1846,2.0279,,244.1426018,,0.0832,-0.0684,-0.2191,,88.23,36.39,7.01,,23.9,7.96,1.47,,51.84,,15.94,,67_24,42.3kb,q_upper,m,DD1471
18,,2.806,5.162,2.31,,2.9342,5.0706,2.1649,,214.1102753,,0.1282,-0.0914,-0.1451,,86.73,35.57,6.82,,24.98,8.09,1.62,,51.16,,16.89,,67_24,42.3kb,q_upper,m,DD1471
24,,2.797,5.208,2.278,,2.8912,5.1126,2.1269,,202.0049752,,0.0942,-0.0954,-0.1511,,83.36,35.59,7.01,,25.49,7.74,1.56,,47.77,,17.75,,67_24,42.3kb,q_upper,m,DD1471
30,,2.73,5.153,2.129,,2.7512,5.0746,2.1599,,86.89539689,,0.0212,-0.0784,0.0309,,84.04,35.09,6.86,,26.23,7.53,1.43,,48.95,,18.7,,67_24,42.3kb,q_upper,m,DD1471
36,,2.882,5.078,2.232,,2.8462,5.0376,2.2239,,54.58397201,,-0.0358,-0.0404,-0.0081,,85.56,33.54,5.97,,25.58,7.58,1.54,,52.02,,18,,67_24,42.3kb,q_upper,m,DD1471
42,,2.896,5.043,2.018,,2.8252,4.9376,2.1399,,176.0153686,,-0.0708,-0.1054,0.1219,,82.17,34.64,6.62,,25.08,7.65,1.51,,47.53,,17.43,,67_24,42.3kb,q_upper,m,DD1471
48,,2.719,5.308,1.943,,2.8332,5.4786,2.0079,,215.3091034,,0.1142,0.1706,0.0649,,85.87,35.24,6.92,,24.66,7.98,1.5,,50.63,,16.68,,67_24,42.3kb,q_upper,m,DD1471
54,,2.703,5.318,1.929,,2.6132,5.5026,1.8539,,218.5891351,,-0.0898,0.1846,-0.0751,,80.96,35.26,6.87,,29.32,8.08,1.57,,45.7,,21.24,,67_24,42.3kb,q_upper,m,DD1471
60,,2.746,5.374,1.945,,2.6372,5.4256,1.9989,,131.9288066,,-0.1088,0.0516,0.0539,,79.91,34.78,6.65,,26.57,7.93,1.48,,45.13,,18.64,,67_24,42.3kb,q_upper,m,DD1471
66,,2.5,5.486,1.915,,2.6392,5.3556,1.7579,,247.1056657,,0.1392,-0.1304,-0.1571,,92.34,35.47,7.08,,24.16,7.57,1.35,,56.87,,16.59,,67_24,42.3kb,q_upper,m,DD1471
72,,2.562,5.446,2.002,,2.6272,5.3426,1.9279,,142.9454791,,0.0652,-0.1034,-0.0741,,86.53,35.3,7.05,,26.27,7.73,1.51,,51.23,,18.54,,67_24,42.3kb,q_upper,m,DD1471
78,,2.5,5.453,1.95,,2.4272,5.2766,1.9339,,191.509817,,-0.0728,-0.1764,-0.0161,,80.2,35.25,6.96,,25.64,7.62,1.42,,44.95,,18.02,,67_24,42.3kb,q_upper,m,DD1471
84,,2.411,5.4,2.085,,2.6242,5.3856,1.9309,,263.4547589,,0.2132,-0.0144,-0.1541,,77.01,35.01,7.39,,27.94,7.63,1.43,,42,,20.31,,67_24,42.3kb,q_upper,m,DD1471
90,,2.401,5.398,2.154,,2.2522,5.4536,2.2089,,168.0678732,,-0.1488,0.0556,0.0549,,80.37,34.52,6.95,,24.01,7.22,1.27,,45.85,,16.79,,67_24,42.3kb,q_upper,m,DD1471
96,,2.248,5.794,2.266,,2.4062,5.8836,2.3299,,192.7138033,,0.1582,0.0896,0.0639,,78.02,33.61,6.69,,25.74,7.84,1.54,,44.41,,17.9,,67_24,42.3kb,q_upper,m,DD1471
102,,2.294,5.686,2.214,,2.4262,5.7026,2.2899,,153.3401774,,0.1322,0.0166,0.0759,,80.1,34.54,7.11,,26.57,7.8,1.48,,45.56,,18.77,,67_24,42.3kb,q_upper,m,DD1471
108,,2.455,5.486,2.259,,2.4872,5.4366,2.5809,,327.2564896,,0.0322,-0.0494,0.3219,,85.47,35.05,7.54,,22.6,7.47,1.43,,50.42,,15.13,,67_24,42.3kb,q_upper,m,DD1471
114,,2.155,5.799,2.421,,2.2012,5.9446,2.3999,,154.2044422,,0.0462,0.1456,-0.0211,,67.71,31.52,4.59,,20.84,7.19,1.23,,36.19,,13.65,,67_24,42.3kb,q_upper,m,DD1471
120,,2.119,5.886,2.535,,2.1562,5.8946,2.3079,,230.2872337,,0.0372,0.0086,-0.2271,,71.7,31.83,4.83,,20.4,7.28,1.33,,39.87,,13.12,,67_24,42.3kb,q_upper,m,DD1471
126,,2.141,5.787,2.388,,2.2252,5.8246,2.3629,,95.56887569,,0.0842,0.0376,-0.0251,,77.03,34,7.02,,21.32,7.15,1.27,,43.03,,14.17,,67_24,42.3kb,q_upper,m,DD1471
0,,5.187,1.444,2.248,,5.3342,1.4196,2.2209,,151.6496291,,0.1472,-0.0244,-0.0271,,84.56,34.25,6.74,,26,7.3,1.32,,50.31,,18.7,,67_24b,42.3kb,p_lower,d,DD1471
6,,5.21,1.45,2.268,,5.2512,1.3416,2.1179,,189.678702,,0.0412,-0.1084,-0.1501,,87.17,33.9,6.74,,27.88,7.41,1.25,,53.27,,20.47,,67_24b,42.3kb,p_lower,d,DD1471
12,,4.719,2.093,2.544,,4.8292,1.9986,2.5929,,153.1228592,,0.1102,-0.0944,0.0489,,89.09,33.39,6.37,,22.93,7.3,1.25,,55.7,,15.63,,67_24b,42.3kb,p_lower,d,DD1471
18,,4.836,2.192,2.333,,4.9752,2.1456,2.4119,,166.5977491,,0.1392,-0.0464,0.0789,,83.65,33.35,6.55,,24.16,7.39,1.3,,50.3,,16.77,,67_24b,42.3kb,p_lower,d,DD1471
24,,5.109,2.112,2.299,,5.1502,2.2376,2.3319,,136.2175099,,0.0412,0.1256,0.0329,,86.08,33.67,6.91,,28.47,7.55,1.48,,52.41,,20.92,,67_24b,42.3kb,p_lower,d,DD1471
30,,5.187,2.002,2.125,,5.1622,1.9606,2.2889,,170.8572796,,-0.0248,-0.0414,0.1639,,89.2,33.52,7.1,,25.68,7.06,1.28,,55.68,,18.62,,67_24b,42.3kb,p_lower,d,DD1471
36,,5.409,1.826,1.924,,5.2302,1.8406,2.0469,,217.4557656,,-0.1788,0.0146,0.1229,,90.4,33.65,7.02,,26.87,7.13,1.31,,56.75,,19.74,,67_24b,42.3kb,p_lower,d,DD1471
42,,5.276,1.885,2.042,,5.2322,1.8696,2.2089,,173.2374382,,-0.0438,-0.0154,0.1669,,90.22,34.13,7.3,,25.3,7.21,1.29,,56.09,,18.09,,67_24b,42.3kb,p_lower,d,DD1471
48,,5.333,1.721,2.148,,5.3272,1.8396,2.0389,,161.2526279,,-0.0058,0.1186,-0.1091,,85.32,32.76,6.29,,29.02,7.31,1.37,,52.56,,21.71,,67_24b,42.3kb,p_lower,d,DD1471
54,,5.484,1.713,2.059,,5.5332,1.7736,1.8519,,221.32196,,0.0492,0.0606,-0.2071,,87.63,33.04,6.44,,24.39,7.11,1.3,,54.59,,17.28,,67_24b,42.3kb,p_lower,d,DD1471
60,,5.518,1.797,2.211,,5.4422,1.7306,1.9899,,242.9810898,,-0.0758,-0.0664,-0.2211,,86.73,33.11,6.78,,22.26,6.97,1.24,,53.62,,15.29,,67_24b,42.3kb,p_lower,d,DD1471
66,,5.536,1.874,2.49,,5.3872,1.8816,2.5959,,182.7949945,,-0.1488,0.0076,0.1059,,94.87,33.09,6.98,,24.86,7.16,1.32,,61.78,,17.7,,67_24b,42.3kb,p_lower,d,DD1471
72,,5.473,1.978,2.543,,5.3692,1.9926,2.7989,,276.5364533,,-0.1038,0.0146,0.2559,,94.63,34.19,7.3,,25.82,7.59,1.41,,60.44,,18.23,,67_24b,42.3kb,p_lower,d,DD1471
78,,5.347,2.105,2.88,,5.2442,2.0486,2.6769,,234.5173981,,-0.1028,-0.0564,-0.2031,,96.29,34.68,7.26,,28.46,7.79,1.43,,61.61,,20.67,,67_24b,42.3kb,p_lower,d,DD1471
84,,5.435,1.949,2.506,,5.4062,1.9036,2.4599,,70.82238347,,-0.0288,-0.0454,-0.0461,,91.54,33.86,7.14,,22.74,7.52,1.36,,57.68,,15.22,,67_24b,42.3kb,p_lower,d,DD1471
90,,5.521,1.878,2.414,,5.3612,1.8536,2.3009,,197.2891533,,-0.1598,-0.0244,-0.1131,,88.42,33.57,7.18,,27.24,7.68,1.43,,54.85,,19.56,,67_24b,42.3kb,p_lower,d,DD1471
96,,5.571,2.092,2.317,,5.5362,2.0436,2.2899,,65.48289853,,-0.0348,-0.0484,-0.0271,,97.54,34.6,7.67,,22.7,7.68,1.29,,62.94,,15.02,,67_24b,42.3kb,p_lower,d,DD1471
102,,5.745,2.074,2.256,,5.6952,2.0346,2.1419,,130.5802818,,-0.0498,-0.0394,-0.1141,,98.28,34.4,7.77,,23.76,7.69,1.34,,63.88,,16.07,,67_24b,42.3kb,p_lower,d,DD1471
108,,5.938,1.791,2.049,,5.9862,1.9226,2.0319,,141.1885619,,0.0482,0.1316,-0.0171,,93.11,31.97,6.34,,24.63,7.28,1.24,,61.14,,17.35,,67_24b,42.3kb,p_lower,d,DD1471
114,,5.891,1.851,1.928,,5.9782,1.9636,1.8629,,156.5905808,,0.0872,0.1126,-0.0651,,77.25,31.49,6.12,,25.78,7.1,1.16,,45.76,,18.68,,67_24b,42.3kb,p_lower,d,DD1471
120,,5.774,1.831,1.698,,5.5662,1.7056,1.5509,,283.8034707,,-0.2078,-0.1254,-0.1471,,76.49,31.91,6.05,,24.7,6.99,1.19,,44.58,,17.71,,67_24b,42.3kb,p_lower,d,DD1471
126,,5.656,1.797,1.643,,5.7052,1.7136,1.4469,,218.7039323,,0.0492,-0.0834,-0.1961,,78.97,32.85,6.43,,25.81,6.99,1.14,,46.12,,18.82,,67_24b,42.3kb,p_lower,d,DD1471
132,,5.75,1.807,1.551,,5.7212,1.7206,1.5019,,103.4659847,,-0.0288,-0.0864,-0.0491,,82.78,32.8,6.38,,26.43,7.28,1.19,,49.98,,19.15,,67_24b,42.3kb,p_lower,d,DD1471
150,,5.89,1.777,1.81,,6.0522,1.8636,1.7729,,187.5761445,,0.1622,0.0866,-0.0371,,87.39,32.15,6.62,,25.73,6.9,1.16,,55.24,,18.83,,67_24b,42.3kb,p_lower,d,DD1471
156,,6.076,1.701,1.719,,6.0602,1.7156,1.6369,,84.87172674,,-0.0158,0.0146,-0.0821,,72.61,31.41,5.85,,21.75,6.72,1.08,,41.2,,15.03,,67_24b,42.3kb,p_lower,d,DD1471
162,,5.887,1.748,1.621,,5.6832,1.6966,1.3579,,336.7462101,,-0.2038,-0.0514,-0.2631,,78.16,31.77,6.17,,26,7.15,1.21,,46.39,,18.85,,67_24b,42.3kb,p_lower,d,DD1471
168,,5.981,1.752,1.57,,5.9902,1.8516,1.5569,,100.8781939,,0.0092,0.0996,-0.0131,,81.65,31.69,6.07,,26.2,7,1.18,,49.96,,19.2,,67_24b,42.3kb,p_lower,d,DD1471
174,,5.885,1.692,1.786,,5.9272,1.7286,1.5479,,244.5649403,,0.0422,0.0366,-0.2381,,83.36,31.94,6.39,,26.07,6.95,1.17,,51.42,,19.12,,67_24b,42.3kb,p_lower,d,DD1471
180,,5.846,1.795,1.664,,5.7062,1.7846,1.5619,,173.4260938,,-0.1398,-0.0104,-0.1021,,87.42,32.55,6.49,,27.6,7.07,1.22,,54.87,,20.53,,67_24b,42.3kb,p_lower,d,DD1471
186,,5.761,1.612,2.092,,5.8842,1.6256,2.0879,,124.0161683,,0.1232,0.0136,-0.0041,,71.36,32.14,6.02,,21.9,6.89,1.12,,39.22,,15.01,,67_24b,42.3kb,p_lower,d,DD1471
192,,5.637,1.523,2.547,,5.5282,1.6296,2.4079,,206.2760529,,-0.1088,0.1066,-0.1391,,73.97,31.86,6.26,,22.81,6.78,1.15,,42.11,,16.03,,67_24b,42.3kb,p_lower,d,DD1471
198,,5.701,1.703,2.293,,5.6062,1.6056,2.4489,,206.829906,,-0.0948,-0.0974,0.1559,,71.05,29.99,5.11,,22.9,6.85,1.16,,41.06,,16.05,,67_24b,42.3kb,p_lower,d,DD1471
