Replicate,Plate,Well,Entity Identifier,Entity Identifier Source Database,Entity Identifier Link Stem,Strain Name,Gene Symbol,Control Type,Control Comments
1,X_110429_S23,E3,SPCC737.06c,Pombase,http://www.pombase.org/spombe/result/,SPCC737.06c,,,
1,X_110429_S23,E4,SPAC56F8.16,Pombase,http://www.pombase.org/spombe/result/,esc1,esc1,,
1,X_110429_S23,E5,SPBC19C2.06c,Pombase,http://www.pombase.org/spombe/result/,mug124,mug124,,
1,X_110429_S23,E6,SPAC1250.03,Pombase,http://www.pombase.org/spombe/result/,ubc14,ubc14,,
1,X_110429_S23,E7,SPBC36.11,Pombase,http://www.pombase.org/spombe/result/,SPBC36.11,,,
1,X_110429_S23,E8,SPAC1002.17c,Pombase,http://www.pombase.org/spombe/result/,urg2,urg2,,
1,X_110429_S23,E9,SPAC14C4.06c,Pombase,http://www.pombase.org/spombe/result/,nab2,nab2,,
1,X_110429_S23,F1,SPCC1235.13,Pombase,http://www.pombase.org/spombe/result/,ght6,ght6,,
1,X_110429_S23,F10,SPAC29A4.18,Pombase,http://www.pombase.org/spombe/result/,prw1,prw1,,
1,X_110429_S23,F11,SPAC4G9.11c,Pombase,http://www.pombase.org/spombe/result/,cmb1,cmb1,,
1,X_110429_S23,F12,SPAC823.05c,Pombase,http://www.pombase.org/spombe/result/,tlg2,tlg2,,
1,X_110429_S23,F2,SPCC31H12.06,Pombase,http://www.pombase.org/spombe/result/,mug111,mug111,,
1,X_110429_S23,F3,SPCC777.06c,Pombase,http://www.pombase.org/spombe/result/,SPCC777.06c,,,
1,X_110429_S23,F4,SPAC1D4.09c,Pombase,http://www.pombase.org/spombe/result/,rtf2,rtf2,,
1,X_110429_S23,F5,SPAC6G10.10c,Pombase,http://www.pombase.org/spombe/result/,SPAC6G10.10c,,,
1,X_110429_S23,F6,SPAC27D7.09c,Pombase,http://www.pombase.org/spombe/result/,SPAC27D7.09c,,,
1,X_110429_S23,F7,SPBC651.11c,Pombase,http://www.pombase.org/spombe/result/,apm3,apm3,,
1,X_110429_S23,F8,SPAC1002.18,Pombase,http://www.pombase.org/spombe/result/,urg3,urg3,,
1,X_110429_S23,F9,SPAC1565.01,Pombase,http://www.pombase.org/spombe/result/,SPAC1565.01,,,
1,X_110429_S23,G1,SPCC1281.07c,Pombase,http://www.pombase.org/spombe/result/,SPCC1281.07c,,,
1,X_110429_S23,G10,SPAC2C4.06c,Pombase,http://www.pombase.org/spombe/result/,SPAC2C4.06c,,,
1,X_110429_S23,G11,SPAC57A7.07c,Pombase,http://www.pombase.org/spombe/result/,SPAC57A7.07c,,,
1,X_110429_S23,G12,SPAC922.04,Pombase,http://www.pombase.org/spombe/result/,SPAC922.04,,,
1,X_110429_S23,G2,SPCC550.08,Pombase,http://www.pombase.org/spombe/result/,SPCC550.08,,,
1,X_110429_S23,G3,SPCC825.05c,Pombase,http://www.pombase.org/spombe/result/,pwi1,pwi1,,
1,X_110429_S23,G4,SPBC14F5.11c,Pombase,http://www.pombase.org/spombe/result/,mug186,mug186,,
1,X_110429_S23,G5,SPAC1B3.15c,Pombase,http://www.pombase.org/spombe/result/,SPAC1B3.15c,,,
1,X_110429_S23,G6,SPAC1039.04,Pombase,http://www.pombase.org/spombe/result/,SPAC1039.04,,,
1,X_110429_S23,G7,SPCC4G3.11,Pombase,http://www.pombase.org/spombe/result/,mug154,mug154,,
1,X_110429_S23,G8,SPAC1039.02,Pombase,http://www.pombase.org/spombe/result/,SPAC1039.02,,,
1,X_110429_S23,G9,SPAC17A5.02c,Pombase,http://www.pombase.org/spombe/result/,dbr1,dbr1,,
1,X_110429_S23,H1,SPCC1450.03,Pombase,http://www.pombase.org/spombe/result/,SPCC1450.03,,,
1,X_110429_S23,H10,SPAC2F7.07c,Pombase,http://www.pombase.org/spombe/result/,cph2,cph2,,
1,X_110429_S23,H11,SPAC5H10.01,Pombase,http://www.pombase.org/spombe/result/,SPAC5H10.01,,,
1,X_110429_S23,H12,,,,Empty,,empty,
1,X_110429_S23,H2,SPAC18G6.15,Pombase,http://www.pombase.org/spombe/result/,mal3,mal3,negative control,negative control (mal3)
1,X_110429_S23,H3,,,,MS1404,,positive control,positive control (wild-type)
1,X_110429_S23,H4,SPBC13E7.03c,Pombase,http://www.pombase.org/spombe/result/,SPBC13E7.03c,,,
1,X_110429_S23,H5,SPAC4C5.02c,Pombase,http://www.pombase.org/spombe/result/,ryh1,ryh1,,
1,X_110429_S23,H6,SPAC144.01,Pombase,http://www.pombase.org/spombe/result/,SPAC144.01,,,
1,X_110429_S23,H7,SPCC777.10c,Pombase,http://www.pombase.org/spombe/result/,ubc12,ubc12,,
1,X_110429_S23,H8,SPAC11D3.03c,Pombase,http://www.pombase.org/spombe/result/,SPAC11D3.03c,,,
1,X_110429_S23,H9,SPAC17G8.11c,Pombase,http://www.pombase.org/spombe/result/,imt3,imt3,,
1,X_110429_S24,A1,SPAC977.05c,Pombase,http://www.pombase.org/spombe/result/,SPAC977.05c,,,
1,X_110429_S24,A10,SPAC1565.03,Pombase,http://www.pombase.org/spombe/result/,SPAC1565.03,,,
1,X_110429_S24,A11,SPAC25B8.09,Pombase,http://www.pombase.org/spombe/result/,SPAC25B8.09,,,
1,X_110429_S24,A12,SPAC589.10c,Pombase,http://www.pombase.org/spombe/result/,SPAC589.10c,,,
1,X_110429_S24,A2,SPBC1604.20c,Pombase,http://www.pombase.org/spombe/result/,tea2,tea2,,
1,X_110429_S24,A3,SPBC23E6.03c,Pombase,http://www.pombase.org/spombe/result/,nta1,nta1,,
1,X_110429_S24,A4,SPBC405.06,Pombase,http://www.pombase.org/spombe/result/,SPBC405.06,,,
1,X_110429_S24,A5,SPBPB2B2.08,Pombase,http://www.pombase.org/spombe/result/,SPBPB2B2.08,,,
1,X_110429_S24,A6,SPCC1739.05,Pombase,http://www.pombase.org/spombe/result/,set5,set5,,
1,X_110429_S24,A7,SPCC794.10,Pombase,http://www.pombase.org/spombe/result/,SPCC794.10,,,
1,X_110429_S24,A8,SPCC4B3.06c,Pombase,http://www.pombase.org/spombe/result/,SPCC4B3.06c,,,
1,X_110429_S24,A9,SPBC1773.09c,Pombase,http://www.pombase.org/spombe/result/,mug184,mug184,,
1,X_110429_S24,B1,SPAPB8E5.06c,Pombase,http://www.pombase.org/spombe/result/,rpl302,rpl302,,
1,X_110429_S24,B10,SPAC1610.01,Pombase,http://www.pombase.org/spombe/result/,saf5,saf5,,
1,X_110429_S24,B11,SPAC25G10.05c,Pombase,http://www.pombase.org/spombe/result/,his1,his1,,
1,X_110429_S24,B12,,,,DarkMal3,,technical control,dark control
1,X_110429_S24,B2,SPBC1683.11c,Pombase,http://www.pombase.org/spombe/result/,SPBC1683.11c,,,
1,X_110429_S24,B3,SPBC25B2.10,Pombase,http://www.pombase.org/spombe/result/,SPBC25B2.10,,,
1,X_110429_S24,B4,SPBC409.16c,Pombase,http://www.pombase.org/spombe/result/,SPBC409.16c,,,
1,X_110429_S24,B5,SPBPB2B2.09c,Pombase,http://www.pombase.org/spombe/result/,SPBPB2B2.09c,,,
1,X_110429_S24,B6,SPCC1919.13c,Pombase,http://www.pombase.org/spombe/result/,SPCC1919.13c,,,
1,X_110429_S24,B7,SPBP35G2.03c,Pombase,http://www.pombase.org/spombe/result/,sgo1,sgo1,,
1,X_110429_S24,B8,SPAC10F6.12c,Pombase,http://www.pombase.org/spombe/result/,mam4,mam4,,
1,X_110429_S24,B9,SPBC1921.07c,Pombase,http://www.pombase.org/spombe/result/,sgf29,sgf29,,
1,X_110429_S24,C1,SPAPYUG7.04c,Pombase,http://www.pombase.org/spombe/result/,rpb9,rpb9,,
1,X_110429_S24,C10,SPAC16E8.17c,Pombase,http://www.pombase.org/spombe/result/,SPAC16E8.17c,,,
1,X_110429_S24,C11,SPAC26A3.04,Pombase,http://www.pombase.org/spombe/result/,rpl2002,rpl2002,,
1,X_110429_S24,C12,SPAC5H10.02c,Pombase,http://www.pombase.org/spombe/result/,hsp3102,hsp3102,,
1,X_110429_S24,C2,SPBC16A3.13,Pombase,http://www.pombase.org/spombe/result/,meu7,meu7,,
1,X_110429_S24,C3,SPBC27B12.08,Pombase,http://www.pombase.org/spombe/result/,sip1,sip1,,
1,X_110429_S24,C4,SPBC646.06c,Pombase,http://www.pombase.org/spombe/result/,agn2,agn2,,
1,X_110429_S24,C5,SPCC1235.08c,Pombase,http://www.pombase.org/spombe/result/,pdh1,pdh1,,
1,X_110429_S24,C6,SPCC24B10.12,Pombase,http://www.pombase.org/spombe/result/,cgi121,cgi121,,
1,X_110429_S24,C7,SPAC3H8.08c,Pombase,http://www.pombase.org/spombe/result/,SPAC3H8.08c,,,
1,X_110429_S24,C8,SPAC328.03,Pombase,http://www.pombase.org/spombe/result/,tps1,tps1,,
1,X_110429_S24,C9,SPBC21B10.12,Pombase,http://www.pombase.org/spombe/result/,rec6,rec6,,
1,X_110429_S24,D1,SPBC1105.02c,Pombase,http://www.pombase.org/spombe/result/,lys4,lys4,,
1,X_110429_S24,D10,SPAC17G8.14c,Pombase,http://www.pombase.org/spombe/result/,pck1,pck1,,
1,X_110429_S24,D11,SPAC29B12.06c,Pombase,http://www.pombase.org/spombe/result/,rcd1,rcd1,,
1,X_110429_S24,D12,SPAC607.07c,Pombase,http://www.pombase.org/spombe/result/,SPAC607.07c,,,
1,X_110429_S24,D2,SPBC16D10.11c,Pombase,http://www.pombase.org/spombe/result/,rps1801,rps1801,,
1,X_110429_S24,D3,SPBC2A9.05c,Pombase,http://www.pombase.org/spombe/result/,tvp23,tvp23,,
1,X_110429_S24,D4,SPBC6B1.03c,Pombase,http://www.pombase.org/spombe/result/,SPBC6B1.03c,,,
1,X_110429_S24,D5,SPCC1281.04,Pombase,http://www.pombase.org/spombe/result/,SPCC1281.04,,,
1,X_110429_S24,D6,SPCC330.12c,Pombase,http://www.pombase.org/spombe/result/,sdh3,sdh3,,
1,X_110429_S24,D7,SPAC21E11.03c,Pombase,http://www.pombase.org/spombe/result/,pcr1,pcr1,,
1,X_110429_S24,D8,SPBC16G5.02c,Pombase,http://www.pombase.org/spombe/result/,SPBC16G5.02c,,,
1,X_110429_S24,D9,SPBC4B4.12c,Pombase,http://www.pombase.org/spombe/result/,SPBC4B4.12c,,,
1,X_110429_S24,E1,SPBC119.03,Pombase,http://www.pombase.org/spombe/result/,SPBC119.03,,,
1,X_110429_S24,E10,SPAC1805.03c,Pombase,http://www.pombase.org/spombe/result/,trm13,trm13,,
1,X_110429_S24,E11,SPAC2G11.04,Pombase,http://www.pombase.org/spombe/result/,SPAC2G11.04,,,
1,X_110429_S24,E12,SPAC6B12.05c,Pombase,http://www.pombase.org/spombe/result/,ies2,ies2,,
1,X_110429_S24,E2,SPBC1709.16c,Pombase,http://www.pombase.org/spombe/result/,SPBC1709.16c,,,
1,X_110429_S24,E3,SPBC317.01,Pombase,http://www.pombase.org/spombe/result/,mbx2,mbx2,,
1,X_110429_S24,E4,SPBC725.15,Pombase,http://www.pombase.org/spombe/result/,ura5,ura5,,
1,X_110429_S24,E5,SPCC1393.08,Pombase,http://www.pombase.org/spombe/result/,SPCC1393.08,,,
1,X_110429_S24,E6,SPCC569.02c,Pombase,http://www.pombase.org/spombe/result/,SPCC569.02c,,,
1,X_110429_S24,E7,SPBC29A3.10c,Pombase,http://www.pombase.org/spombe/result/,atp14,atp14,,
1,X_110429_S24,E8,SPAC16E8.12c,Pombase,http://www.pombase.org/spombe/result/,SPAC16E8.12c,,,
1,X_110429_S24,E9,SPCC1494.03,Pombase,http://www.pombase.org/spombe/result/,arz1,arz1,,
1,X_110429_S24,F1,SPBC1289.13c,Pombase,http://www.pombase.org/spombe/result/,gmh6,gmh6,,
1,X_110429_S24,F10,SPAC1B3.02c,Pombase,http://www.pombase.org/spombe/result/,SPAC1B3.02c,,,
1,X_110429_S24,F11,SPAC3A11.04,Pombase,http://www.pombase.org/spombe/result/,SPAC3A11.04,,,
1,X_110429_S24,F12,SPAC6F12.03c,Pombase,http://www.pombase.org/spombe/result/,fsv1,fsv1,,
1,X_110429_S24,F2,SPBC1711.11,Pombase,http://www.pombase.org/spombe/result/,SPBC1711.11,,,
1,X_110429_S24,F3,SPBC337.15c,Pombase,http://www.pombase.org/spombe/result/,coq7,coq7,,
1,X_110429_S24,F4,SPBC83.18c,Pombase,http://www.pombase.org/spombe/result/,fic1,fic1,,
1,X_110429_S24,F5,SPCC162.04c,Pombase,http://www.pombase.org/spombe/result/,wtf13,wtf13,,
1,X_110429_S24,F6,SPCC569.03,Pombase,http://www.pombase.org/spombe/result/,SPCC569.03,,,
1,X_110429_S24,F7,SPAC1783.02c,Pombase,http://www.pombase.org/spombe/result/,vps66,vps66,,
1,X_110429_S24,F8,SPAC3A11.13,Pombase,http://www.pombase.org/spombe/result/,SPAC3A11.13,,,
1,X_110429_S24,F9,SPAC10F6.08c,Pombase,http://www.pombase.org/spombe/result/,SPAC10F6.08c,,,
1,X_110429_S24,G1,SPBC12C2.01c,Pombase,http://www.pombase.org/spombe/result/,SPBC12C2.01c,,,
1,X_110429_S24,G10,SPAC23H4.10c,Pombase,http://www.pombase.org/spombe/result/,thi4,thi4,,
1,X_110429_S24,G11,SPAC3C7.14c,Pombase,http://www.pombase.org/spombe/result/,obr1,obr1,,
1,X_110429_S24,G12,SPAC6G9.03c,Pombase,http://www.pombase.org/spombe/result/,mug183,mug183,,
1,X_110429_S24,G2,SPBC20F10.03,Pombase,http://www.pombase.org/spombe/result/,SPBC20F10.03,,,
1,X_110429_S24,G3,SPBC3E7.07c,Pombase,http://www.pombase.org/spombe/result/,SPBC3E7.07c,,,
1,X_110429_S24,G4,SPBC839.05c,Pombase,http://www.pombase.org/spombe/result/,rps1701,rps1701,,
1,X_110429_S24,G5,SPCC162.05,Pombase,http://www.pombase.org/spombe/result/,coq3,coq3,,
1,X_110429_S24,G6,SPCC663.12,Pombase,http://www.pombase.org/spombe/result/,cid12,cid12,,
1,X_110429_S24,G7,SPBPB2B2.14c,Pombase,http://www.pombase.org/spombe/result/,SPBPB2B2.14c,,,
1,X_110429_S24,G8,SPAC4F10.14c,Pombase,http://www.pombase.org/spombe/result/,btf3,btf3,,
1,X_110429_S24,G9,SPAC14C4.08,Pombase,http://www.pombase.org/spombe/result/,mug5,mug5,,
1,X_110429_S24,H1,SPBC15D4.12c,Pombase,http://www.pombase.org/spombe/result/,mug98,mug98,,
1,X_110429_S24,H10,SPAC24H6.08,Pombase,http://www.pombase.org/spombe/result/,SPAC24H6.08,,,
1,X_110429_S24,H11,SPAC56F8.14c,Pombase,http://www.pombase.org/spombe/result/,mug115,mug115,,
1,X_110429_S24,H12,,,,Empty,,empty,
1,X_110429_S24,H2,SPAC18G6.15,Pombase,http://www.pombase.org/spombe/result/,mal3,mal3,negative control,negative control (mal3)
1,X_110429_S24,H3,,,,MS1404,,positive control,positive control (wild-type)
1,X_110429_S24,H4,SPBP4H10.19c,Pombase,http://www.pombase.org/spombe/result/,SPBP4H10.19c,,,
1,X_110429_S24,H5,SPCC1682.11c,Pombase,http://www.pombase.org/spombe/result/,ctl1,ctl1,,
1,X_110429_S24,H6,SPCC777.15,Pombase,http://www.pombase.org/spombe/result/,SPCC777.15,,,
1,X_110429_S24,H7,SPBC16E9.16c,Pombase,http://www.pombase.org/spombe/result/,lsd90,lsd90,,
1,X_110429_S24,H8,SPAC4F8.08,Pombase,http://www.pombase.org/spombe/result/,mug114,mug114,,
1,X_110429_S24,H9,SPAC14C4.09,Pombase,http://www.pombase.org/spombe/result/,agn1,agn1,,
1,X_110502_S10,A1,SPCC736.08,Pombase,http://www.pombase.org/spombe/result/,cbf11,cbf11,,
1,X_110502_S10,A10,,,,DarkMal3,,technical control,dark control
1,X_110502_S10,A11,SPAC3H8.07c,Pombase,http://www.pombase.org/spombe/result/,pac10,pac10,,
1,X_110502_S10,A12,SPBC3H7.07c,Pombase,http://www.pombase.org/spombe/result/,ser2,ser2,,
1,X_110502_S10,A2,SPBC1734.07c,Pombase,http://www.pombase.org/spombe/result/,trs8502,trs8502,,
1,X_110502_S10,A3,SPBC1198.07c,Pombase,http://www.pombase.org/spombe/result/,SPBC1198.07c,,,
1,X_110502_S10,A4,SPBC13G1.10c,Pombase,http://www.pombase.org/spombe/result/,mug81,mug81,,
1,X_110502_S10,A5,SPAC56F8.04c,Pombase,http://www.pombase.org/spombe/result/,ppt1,ppt1,,
1,X_110502_S10,A6,SPBC1D7.01,Pombase,http://www.pombase.org/spombe/result/,pfd1,pfd1,,
1,X_110502_S10,A7,SPAC694.06c,Pombase,http://www.pombase.org/spombe/result/,mrc1,mrc1,,
1,X_110502_S10,A8,SPAC3A11.10c,Pombase,http://www.pombase.org/spombe/result/,SPAC3A11.10c,,,
1,X_110502_S10,A9,SPAC1805.01c,Pombase,http://www.pombase.org/spombe/result/,ppk6,ppk6,,
1,X_110502_S10,B1,SPAC30.03c,Pombase,http://www.pombase.org/spombe/result/,tsn1,tsn1,,
1,X_110502_S10,B10,SPBC2G2.17c,Pombase,http://www.pombase.org/spombe/result/,SPBC2G2.17c,,,
1,X_110502_S10,B11,SPAC2F3.02,Pombase,http://www.pombase.org/spombe/result/,SPAC2F3.02,,,
1,X_110502_S10,B12,SPBC3F6.01c,Pombase,http://www.pombase.org/spombe/result/,SPBC3F6.01c,,,
1,X_110502_S10,B2,SPBC21B10.13c,Pombase,http://www.pombase.org/spombe/result/,yox1,yox1,,
1,X_110502_S10,B3,SPAC22H10.09,Pombase,http://www.pombase.org/spombe/result/,SPAC22H10.09,,,
1,X_110502_S10,B4,SPBC21D10.09c,Pombase,http://www.pombase.org/spombe/result/,rkr1,rkr1,,
1,X_110502_S10,B5,SPBC215.05,Pombase,http://www.pombase.org/spombe/result/,gpd1,gpd1,,
1,X_110502_S10,B6,SPBC16H5.05c,Pombase,http://www.pombase.org/spombe/result/,cyp7,cyp7,,
1,X_110502_S10,B7,SPAC767.01c,Pombase,http://www.pombase.org/spombe/result/,vps1,vps1,,
1,X_110502_S10,B8,SPAC9.07c,Pombase,http://www.pombase.org/spombe/result/,SPAC9.07c,,,
1,X_110502_S10,B9,SPAC2C4.14c,Pombase,http://www.pombase.org/spombe/result/,ppk11,ppk11,,
1,X_110502_S10,C1,SPACUNK4.08,Pombase,http://www.pombase.org/spombe/result/,SPACUNK4.08,,,
1,X_110502_S10,C10,SPBC1703.14c,Pombase,http://www.pombase.org/spombe/result/,top1,top1,,
1,X_110502_S10,C11,SPCC553.08c,Pombase,http://www.pombase.org/spombe/result/,ria1,ria1,,
1,X_110502_S10,C12,SPBC17A3.06,Pombase,http://www.pombase.org/spombe/result/,SPBC17A3.06,,,
1,X_110502_S10,C2,SPBC29A3.13,Pombase,http://www.pombase.org/spombe/result/,pdp1,pdp1,,
1,X_110502_S10,C3,SPBC21C3.18,Pombase,http://www.pombase.org/spombe/result/,spo4,spo4,,
1,X_110502_S10,C4,SPBC1861.07,Pombase,http://www.pombase.org/spombe/result/,SPBC1861.07,,,
1,X_110502_S10,C5,SPCC23B6.03c,Pombase,http://www.pombase.org/spombe/result/,tel1,tel1,,
1,X_110502_S10,C6,SPAC4F10.20,Pombase,http://www.pombase.org/spombe/result/,grx1,grx1,,
1,X_110502_S10,C7,SPAC521.04c,Pombase,http://www.pombase.org/spombe/result/,sst1,sst1,,
1,X_110502_S10,C8,SPBC1778.09,Pombase,http://www.pombase.org/spombe/result/,SPBC1778.09,,,
1,X_110502_S10,C9,SPCC24B10.22,Pombase,http://www.pombase.org/spombe/result/,pog1,pog1,,
1,X_110502_S10,D1,SPAC4F10.02,Pombase,http://www.pombase.org/spombe/result/,aap1,aap1,,
1,X_110502_S10,D10,SPAC26H5.02c,Pombase,http://www.pombase.org/spombe/result/,SPAC26H5.02c,,,
1,X_110502_S10,D11,SPBPJ4664.06,Pombase,http://www.pombase.org/spombe/result/,gpt1,gpt1,,
1,X_110502_S10,D12,SPAC9G1.10c,Pombase,http://www.pombase.org/spombe/result/,SPAC9G1.10c,,,
1,X_110502_S10,D2,SPBC30B4.06c,Pombase,http://www.pombase.org/spombe/result/,SPBC30B4.06c,,,
1,X_110502_S10,D3,SPBC18H10.15,Pombase,http://www.pombase.org/spombe/result/,cdk11,cdk11,,
1,X_110502_S10,D4,SPBC17D11.04c,Pombase,http://www.pombase.org/spombe/result/,nto1,nto1,,
1,X_110502_S10,D5,SPBC947.08c,Pombase,http://www.pombase.org/spombe/result/,hip4,hip4,,
1,X_110502_S10,D6,SPCC162.01c,Pombase,http://www.pombase.org/spombe/result/,SPCC162.01c,,,
1,X_110502_S10,D7,SPAC19B12.06c,Pombase,http://www.pombase.org/spombe/result/,SPAC19B12.06c,,,
1,X_110502_S10,D8,SPAC31A2.16,Pombase,http://www.pombase.org/spombe/result/,gef2,gef2,,
1,X_110502_S10,D9,SPBC1773.16c,Pombase,http://www.pombase.org/spombe/result/,SPBC1773.16c,,,
1,X_110502_S10,E1,SPAC4D7.03,Pombase,http://www.pombase.org/spombe/result/,pop2,pop2,,
1,X_110502_S10,E10,SPBC26H8.09c,Pombase,http://www.pombase.org/spombe/result/,snf59,snf59,,
1,X_110502_S10,E11,SPAC17A2.14,Pombase,http://www.pombase.org/spombe/result/,SPAC17A2.14,,,
1,X_110502_S10,E12,SPAC12G12.07c,Pombase,http://www.pombase.org/spombe/result/,SPAC12G12.07c,,,
1,X_110502_S10,E2,SPBC409.19c,Pombase,http://www.pombase.org/spombe/result/,SPBC409.19c,,,
1,X_110502_S10,E3,SPAC4G8.05,Pombase,http://www.pombase.org/spombe/result/,ppk14,ppk14,,
1,X_110502_S10,E4,SPBC1709.14,Pombase,http://www.pombase.org/spombe/result/,SPBC1709.14,,,
1,X_110502_S10,E5,SPBC1709.09,Pombase,http://www.pombase.org/spombe/result/,rrf1,rrf1,,
1,X_110502_S10,E6,SPAC20H4.09,Pombase,http://www.pombase.org/spombe/result/,SPAC20H4.09,,,
1,X_110502_S10,E7,SPAC30.04c,Pombase,http://www.pombase.org/spombe/result/,abc4,abc4,,
1,X_110502_S10,E8,SPAC7D4.12c,Pombase,http://www.pombase.org/spombe/result/,SPAC7D4.12c,,,
1,X_110502_S10,E9,SPAC343.18,Pombase,http://www.pombase.org/spombe/result/,rfp2,rfp2,,
1,X_110502_S10,F1,SPAC6F6.03c,Pombase,http://www.pombase.org/spombe/result/,SPAC6F6.03c,,,
1,X_110502_S10,F10,SPBP35G2.14,Pombase,http://www.pombase.org/spombe/result/,SPBP35G2.14,,,
1,X_110502_S10,F11,SPBP4H10.04,Pombase,http://www.pombase.org/spombe/result/,ppb1,ppb1,,
1,X_110502_S10,F12,SPCC794.11c,Pombase,http://www.pombase.org/spombe/result/,ent3,ent3,,
1,X_110502_S10,F2,SPBC713.03,Pombase,http://www.pombase.org/spombe/result/,SPBC713.03,,,
1,X_110502_S10,F3,SPAC2F3.15,Pombase,http://www.pombase.org/spombe/result/,lsk1,lsk1,,
1,X_110502_S10,F4,SPBC14F5.10c,Pombase,http://www.pombase.org/spombe/result/,SPBC14F5.10c,,,
1,X_110502_S10,F5,SPCC550.14,Pombase,http://www.pombase.org/spombe/result/,vgl1,vgl1,,
1,X_110502_S10,F6,SPBC16D10.08c,Pombase,http://www.pombase.org/spombe/result/,hsp104,hsp104,,
1,X_110502_S10,F7,SPAC869.04,Pombase,http://www.pombase.org/spombe/result/,SPAC869.04,,,
1,X_110502_S10,F8,SPBC1105.10,Pombase,http://www.pombase.org/spombe/result/,rav1,rav1,,
1,X_110502_S10,F9,SPAC343.11c,Pombase,http://www.pombase.org/spombe/result/,msc1,msc1,,
1,X_110502_S10,G1,SPAC1B3.04c,Pombase,http://www.pombase.org/spombe/result/,SPAC1B3.04c,,,
1,X_110502_S10,G10,SPAC343.07,Pombase,http://www.pombase.org/spombe/result/,mug28,mug28,,
1,X_110502_S10,G11,SPAC9G1.03c,Pombase,http://www.pombase.org/spombe/result/,rpl3001,rpl3001,,
1,X_110502_S10,G12,SPAC1071.06,Pombase,http://www.pombase.org/spombe/result/,arp9,arp9,,
1,X_110502_S10,G2,SPBP35G2.11c,Pombase,http://www.pombase.org/spombe/result/,SPBP35G2.11c,,,
1,X_110502_S10,G3,SPAC16E8.09,Pombase,http://www.pombase.org/spombe/result/,scd1,scd1,,
1,X_110502_S10,G4,SPAC2F7.08c,Pombase,http://www.pombase.org/spombe/result/,snf5,snf5,,
1,X_110502_S10,G5,SPAC6G9.14,Pombase,http://www.pombase.org/spombe/result/,SPAC6G9.14,,,
1,X_110502_S10,G6,SPAC29E6.01,Pombase,http://www.pombase.org/spombe/result/,pof11,pof11,,
1,X_110502_S10,G7,SPAC56E4.03,Pombase,http://www.pombase.org/spombe/result/,SPAC56E4.03,,,
1,X_110502_S10,G8,SPBC146.04,Pombase,http://www.pombase.org/spombe/result/,SPBC146.04,,,
1,X_110502_S10,G9,SPAC25B8.11,Pombase,http://www.pombase.org/spombe/result/,SPAC25B8.11,,,
1,X_110502_S10,H1,SPBC16H5.04,Pombase,http://www.pombase.org/spombe/result/,SPBC16H5.04,,,
1,X_110502_S10,H10,SPAC140.02,Pombase,http://www.pombase.org/spombe/result/,gar2,gar2,,
1,X_110502_S10,H11,SPBC1703.04,Pombase,http://www.pombase.org/spombe/result/,mlh1,mlh1,,
1,X_110502_S10,H12,,,,Empty,,empty,
1,X_110502_S10,H2,SPAC18G6.15,Pombase,http://www.pombase.org/spombe/result/,mal3,mal3,negative control,negative control (mal3)
1,X_110502_S10,H3,,,,MS1404,,positive control,positive control (wild-type)
1,X_110502_S10,H4,SPAC4G8.08,Pombase,http://www.pombase.org/spombe/result/,SPAC4G8.08,,,
1,X_110502_S10,H5,SPBC14F5.07,Pombase,http://www.pombase.org/spombe/result/,doa10,doa10,,
1,X_110502_S10,H6,SPAC139.06,Pombase,http://www.pombase.org/spombe/result/,hat1,hat1,,
1,X_110502_S10,H7,SPAC17A5.01,Pombase,http://www.pombase.org/spombe/result/,pex6,pex6,,
1,X_110502_S10,H8,SPCP1E11.02,Pombase,http://www.pombase.org/spombe/result/,ppk38,ppk38,,
1,X_110502_S10,H9,SPAC16C9.05,Pombase,http://www.pombase.org/spombe/result/,cph1,cph1,,
1,X_110502_S12,A1,SPAC18G6.02c,Pombase,http://www.pombase.org/spombe/result/,chp1,chp1,,
1,X_110502_S12,A10,SPBC947.10,Pombase,http://www.pombase.org/spombe/result/,dsc1,dsc1,,
1,X_110502_S12,A11,SPCC188.08c,Pombase,http://www.pombase.org/spombe/result/,ubp5,ubp5,,
1,X_110502_S12,A12,,,,DarkMal3,,technical control,dark control
1,X_110502_S12,A2,SPAC20G4.02c,Pombase,http://www.pombase.org/spombe/result/,fus1,fus1,,
1,X_110502_S12,A3,SPAC26F1.01,Pombase,http://www.pombase.org/spombe/result/,sec74,sec74,,
1,X_110502_S12,A4,SPAC3A11.06,Pombase,http://www.pombase.org/spombe/result/,mvp1,mvp1,,
1,X_110502_S12,A5,SPAC688.10,Pombase,http://www.pombase.org/spombe/result/,rev3,rev3,,
1,X_110502_S12,A6,SPAPB1E7.05,Pombase,http://www.pombase.org/spombe/result/,gde1,gde1,,
1,X_110502_S12,A7,SPBC15D4.10c,Pombase,http://www.pombase.org/spombe/result/,amo1,amo1,,
1,X_110502_S12,A8,SPBC21C3.14c,Pombase,http://www.pombase.org/spombe/result/,SPBC21C3.14c,,,
1,X_110502_S12,A9,SPBC31E1.02c,Pombase,http://www.pombase.org/spombe/result/,pmr1,pmr1,,
1,X_110502_S12,B1,SPAC1952.09c,Pombase,http://www.pombase.org/spombe/result/,SPAC1952.09c,,,
1,X_110502_S12,B10,SPBP8B7.07c,Pombase,http://www.pombase.org/spombe/result/,set6,set6,,
